
#################################################################
Log started at 2025-06-16_16-27-12.465813 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Acceleration: X=0.377544, Y=0.090683, Z=9.781774 m/s^2 Time of Week: 4.432000, Week Number: 0
Acceleration: X=0.409180, Y=0.087172, Z=9.808878 m/s^2 Time of Week: 11.353000, Week Number: 0
Acceleration: X=0.404706, Y=0.084564, Z=9.812294 m/s^2 Time of Week: 11.356000, Week Number: 0
Acceleration: X=0.402297, Y=0.081902, Z=9.806560 m/s^2 Time of Week: 11.359000, Week Number: 0
Acceleration: X=0.405079, Y=0.086875, Z=9.806399 m/s^2 Time of Week: 11.362000, Week Number: 0
Acceleration: X=0.395831, Y=0.090337, Z=9.804744 m/s^2 Time of Week: 11.365000, Week Number: 0
Acceleration: X=0.391876, Y=0.086395, Z=9.803414 m/s^2 Time of Week: 11.368000, Week Number: 0
Acceleration: X=0.395025, Y=0.086348, Z=9.799637 m/s^2 Time of Week: 11.371000, Week Number: 0
Acceleration: X=0.388679, Y=0.090533, Z=9.800828 m/s^2 Time of Week: 11.374000, Week Number: 0
Acceleration: X=0.390221, Y=0.090166, Z=9.787850 m/s^2 Time of Week: 11.377000, Week Number: 0
Acceleration: X=0.386888, Y=0.082295, Z=9.785702 m/s^2 Time of Week: 11.380000, Week Number: 0
Acceleration: X=0.384088, Y=0.082020, Z=9.795516 m/s^2 Time of Week: 11.383000, Week Number: 0
Acceleration: X=0.388935, Y=0.081329, Z=9.798622 m/s^2 Time of Week: 11.386000, Week Number: 0
Acceleration: X=0.392375, Y=0.083903, Z=9.798444 m/s^2 Time of Week: 11.389000, Week Number: 0
Acceleration: X=0.391765, Y=0.082770, Z=9.800255 m/s^2 Time of Week: 11.392000, Week Number: 0
Acceleration: X=0.395629, Y=0.087617, Z=9.793244 m/s^2 Time of Week: 11.395000, Week Number: 0
Acceleration: X=0.402409, Y=0.093900, Z=9.800462 m/s^2 Time of Week: 11.398000, Week Number: 0
Acceleration: X=0.392041, Y=0.087509, Z=9.793143 m/s^2 Time of Week: 11.401000, Week Number: 0
Acceleration: X=0.402610, Y=0.087831, Z=9.802618 m/s^2 Time of Week: 11.404000, Week Number: 0
Acceleration: X=0.402246, Y=0.088074, Z=9.801116 m/s^2 Time of Week: 11.407000, Week Number: 0
Acceleration: X=0.396529, Y=0.084428, Z=9.794965 m/s^2 Time of Week: 11.410000, Week Number: 0
Acceleration: X=0.402677, Y=0.085132, Z=9.799399 m/s^2 Time of Week: 11.413000, Week Number: 0
Acceleration: X=0.402841, Y=0.083586, Z=9.805136 m/s^2 Time of Week: 11.416000, Week Number: 0
Acceleration: X=0.389381, Y=0.085665, Z=9.797373 m/s^2 Time of Week: 11.419000, Week Number: 0
Acceleration: X=0.389609, Y=0.080654, Z=9.803630 m/s^2 Time of Week: 11.422000, Week Number: 0
Acceleration: X=0.397239, Y=0.083963, Z=9.796054 m/s^2 Time of Week: 11.425000, Week Number: 0
Acceleration: X=0.395980, Y=0.088727, Z=9.801042 m/s^2 Time of Week: 11.428000, Week Number: 0
Acceleration: X=0.398010, Y=0.089677, Z=9.801776 m/s^2 Time of Week: 11.431000, Week Number: 0
Acceleration: X=0.396332, Y=0.085845, Z=9.803554 m/s^2 Time of Week: 11.434000, Week Number: 0
Acceleration: X=0.398562, Y=0.086055, Z=9.806254 m/s^2 Time of Week: 13.000161, Week Number: 0
Acceleration: X=0.395840, Y=0.086245, Z=9.801172 m/s^2 Time of Week: 13.003161, Week Number: 0
Acceleration: X=0.404167, Y=0.084656, Z=9.795138 m/s^2 Time of Week: 13.006161, Week Number: 0
Acceleration: X=0.402910, Y=0.086510, Z=9.796613 m/s^2 Time of Week: 13.009161, Week Number: 0
Acceleration: X=0.402573, Y=0.080707, Z=9.792839 m/s^2 Time of Week: 13.012161, Week Number: 0
Acceleration: X=0.401511, Y=0.081551, Z=9.806424 m/s^2 Time of Week: 13.015161, Week Number: 0
Acceleration: X=0.396109, Y=0.087712, Z=9.807625 m/s^2 Time of Week: 13.018161, Week Number: 0
Acceleration: X=0.395566, Y=0.081649, Z=9.801474 m/s^2 Time of Week: 13.021161, Week Number: 0
Acceleration: X=0.397968, Y=0.085248, Z=9.801331 m/s^2 Time of Week: 13.024161, Week Number: 0
Acceleration: X=0.398014, Y=0.079651, Z=9.801120 m/s^2 Time of Week: 13.027161, Week Number: 0
Acceleration: X=0.398244, Y=0.086653, Z=9.799442 m/s^2 Time of Week: 13.030161, Week Number: 0
Acceleration: X=0.396201, Y=0.094670, Z=9.799875 m/s^2 Time of Week: 13.033161, Week Number: 0
Acceleration: X=0.398257, Y=0.091863, Z=9.798318 m/s^2 Time of Week: 13.036161, Week Number: 0
Acceleration: X=0.394699, Y=0.083118, Z=9.795321 m/s^2 Time of Week: 13.039161, Week Number: 0
Acceleration: X=0.396681, Y=0.089212, Z=9.798172 m/s^2 Time of Week: 13.042161, Week Number: 0
Acceleration: X=0.392601, Y=0.091137, Z=9.804590 m/s^2 Time of Week: 13.045161, Week Number: 0
Acceleration: X=0.397184, Y=0.089689, Z=9.801699 m/s^2 Time of Week: 13.048161, Week Number: 0
Acceleration: X=0.399137, Y=0.086496, Z=9.798495 m/s^2 Time of Week: 13.051161, Week Number: 0
Acceleration: X=0.392344, Y=0.087178, Z=9.798174 m/s^2 Time of Week: 13.054161, Week Number: 0
Acceleration: X=0.393410, Y=0.092714, Z=9.795192 m/s^2 Time of Week: 13.057161, Week Number: 0
Acceleration: X=0.392946, Y=0.096624, Z=9.787218 m/s^2 Time of Week: 13.060161, Week Number: 0
Acceleration: X=0.395432, Y=0.086807, Z=9.794979 m/s^2 Time of Week: 13.063161, Week Number: 0
Acceleration: X=0.392056, Y=0.086107, Z=9.798217 m/s^2 Time of Week: 13.066161, Week Number: 0
Acceleration: X=0.393754, Y=0.079657, Z=9.794373 m/s^2 Time of Week: 13.069161, Week Number: 0
Acceleration: X=0.395856, Y=0.082307, Z=9.795186 m/s^2 Time of Week: 13.072161, Week Number: 0
Acceleration: X=0.394784, Y=0.080479, Z=9.794396 m/s^2 Time of Week: 13.075161, Week Number: 0
Acceleration: X=0.392080, Y=0.079215, Z=9.797477 m/s^2 Time of Week: 13.078161, Week Number: 0
Acceleration: X=0.398744, Y=0.076696, Z=9.811399 m/s^2 Time of Week: 13.081161, Week Number: 0
Acceleration: X=0.398708, Y=0.081863, Z=9.810280 m/s^2 Time of Week: 13.084161, Week Number: 0
Acceleration: X=0.403037, Y=0.086183, Z=9.803868 m/s^2 Time of Week: 13.087161, Week Number: 0
Acceleration: X=0.404505, Y=0.086261, Z=9.797987 m/s^2 Time of Week: 13.090161, Week Number: 0
Acceleration: X=0.407514, Y=0.076588, Z=9.801552 m/s^2 Time of Week: 13.093161, Week Number: 0
Acceleration: X=0.406070, Y=0.082722, Z=9.799037 m/s^2 Time of Week: 13.096161, Week Number: 0
Acceleration: X=0.403118, Y=0.087008, Z=9.804165 m/s^2 Time of Week: 13.099161, Week Number: 0
Acceleration: X=0.401638, Y=0.087913, Z=9.802739 m/s^2 Time of Week: 13.102161, Week Number: 0
Acceleration: X=0.398373, Y=0.088188, Z=9.806180 m/s^2 Time of Week: 13.105161, Week Number: 0
Acceleration: X=0.400460, Y=0.088363, Z=9.799607 m/s^2 Time of Week: 13.108161, Week Number: 0
Acceleration: X=0.397330, Y=0.089225, Z=9.805512 m/s^2 Time of Week: 13.111161, Week Number: 0
Acceleration: X=0.394643, Y=0.083851, Z=9.802901 m/s^2 Time of Week: 13.114161, Week Number: 0
Acceleration: X=0.386224, Y=0.078791, Z=9.803484 m/s^2 Time of Week: 13.117161, Week Number: 0
Acceleration: X=0.395611, Y=0.084249, Z=9.799400 m/s^2 Time of Week: 13.120161, Week Number: 0
Acceleration: X=0.388625, Y=0.087756, Z=9.789263 m/s^2 Time of Week: 13.123161, Week Number: 0
Acceleration: X=0.381016, Y=0.087744, Z=9.784585 m/s^2 Time of Week: 13.126161, Week Number: 0
Acceleration: X=0.388887, Y=0.080573, Z=9.784394 m/s^2 Time of Week: 13.129161, Week Number: 0
Acceleration: X=0.388502, Y=0.082666, Z=9.789532 m/s^2 Time of Week: 13.132161, Week Number: 0
Acceleration: X=0.389206, Y=0.084885, Z=9.799714 m/s^2 Time of Week: 13.135161, Week Number: 0
Acceleration: X=0.390077, Y=0.084762, Z=9.799192 m/s^2 Time of Week: 13.138161, Week Number: 0
Acceleration: X=0.392119, Y=0.078526, Z=9.789964 m/s^2 Time of Week: 13.141161, Week Number: 0
Acceleration: X=0.393453, Y=0.081497, Z=9.790524 m/s^2 Time of Week: 13.144161, Week Number: 0
Acceleration: X=0.394858, Y=0.083876, Z=9.791301 m/s^2 Time of Week: 13.147161, Week Number: 0
Acceleration: X=0.398518, Y=0.086918, Z=9.801233 m/s^2 Time of Week: 13.150161, Week Number: 0
Acceleration: X=0.398082, Y=0.083414, Z=9.802413 m/s^2 Time of Week: 13.153161, Week Number: 0
Acceleration: X=0.400019, Y=0.086607, Z=9.797960 m/s^2 Time of Week: 13.156161, Week Number: 0
Acceleration: X=0.403158, Y=0.083127, Z=9.799395 m/s^2 Time of Week: 13.159161, Week Number: 0
Acceleration: X=0.402553, Y=0.087798, Z=9.795895 m/s^2 Time of Week: 13.162161, Week Number: 0
Acceleration: X=0.394447, Y=0.083446, Z=9.802753 m/s^2 Time of Week: 13.165161, Week Number: 0
Acceleration: X=0.392576, Y=0.090799, Z=9.805030 m/s^2 Time of Week: 13.168161, Week Number: 0
Acceleration: X=0.395835, Y=0.092368, Z=9.799767 m/s^2 Time of Week: 13.171161, Week Number: 0
Acceleration: X=0.397138, Y=0.092212, Z=9.805883 m/s^2 Time of Week: 13.174161, Week Number: 0
Acceleration: X=0.397062, Y=0.091116, Z=9.795750 m/s^2 Time of Week: 13.177161, Week Number: 0
Acceleration: X=0.399228, Y=0.091882, Z=9.797601 m/s^2 Time of Week: 13.180161, Week Number: 0
Acceleration: X=0.394614, Y=0.083055, Z=9.812375 m/s^2 Time of Week: 13.183161, Week Number: 0
Acceleration: X=0.390114, Y=0.081160, Z=9.803773 m/s^2 Time of Week: 13.186161, Week Number: 0
Acceleration: X=0.403442, Y=0.078890, Z=9.791491 m/s^2 Time of Week: 13.189161, Week Number: 0
Acceleration: X=0.398683, Y=0.082079, Z=9.790432 m/s^2 Time of Week: 13.192161, Week Number: 0
Acceleration: X=0.401134, Y=0.081692, Z=9.797872 m/s^2 Time of Week: 13.195161, Week Number: 0
Acceleration: X=0.393978, Y=0.084057, Z=9.806006 m/s^2 Time of Week: 13.198161, Week Number: 0
Acceleration: X=0.392801, Y=0.079085, Z=9.803511 m/s^2 Time of Week: 13.201161, Week Number: 0
Acceleration: X=0.401509, Y=0.079311, Z=9.796313 m/s^2 Time of Week: 13.204161, Week Number: 0
Acceleration: X=0.396579, Y=0.089844, Z=9.783392 m/s^2 Time of Week: 13.207161, Week Number: 0
Acceleration: X=0.395735, Y=0.087016, Z=9.784859 m/s^2 Time of Week: 13.210161, Week Number: 0
Acceleration: X=0.391476, Y=0.092415, Z=9.788411 m/s^2 Time of Week: 13.213161, Week Number: 0
Acceleration: X=0.390484, Y=0.084313, Z=9.798610 m/s^2 Time of Week: 13.216161, Week Number: 0
Acceleration: X=0.395647, Y=0.083224, Z=9.798366 m/s^2 Time of Week: 13.219161, Week Number: 0
Acceleration: X=0.395367, Y=0.089015, Z=9.791126 m/s^2 Time of Week: 13.222161, Week Number: 0
Acceleration: X=0.398737, Y=0.085363, Z=9.798489 m/s^2 Time of Week: 13.225161, Week Number: 0
Acceleration: X=0.393579, Y=0.087698, Z=9.801998 m/s^2 Time of Week: 13.228161, Week Number: 0
Acceleration: X=0.397831, Y=0.081399, Z=9.807327 m/s^2 Time of Week: 13.231161, Week Number: 0
Acceleration: X=0.404448, Y=0.085828, Z=9.807074 m/s^2 Time of Week: 13.234161, Week Number: 0
Acceleration: X=0.398032, Y=0.080793, Z=9.804427 m/s^2 Time of Week: 13.237161, Week Number: 0
Acceleration: X=0.397486, Y=0.088192, Z=9.794043 m/s^2 Time of Week: 13.240161, Week Number: 0
Acceleration: X=0.406152, Y=0.091293, Z=9.798967 m/s^2 Time of Week: 13.243161, Week Number: 0
Acceleration: X=0.400249, Y=0.084729, Z=9.801141 m/s^2 Time of Week: 13.246161, Week Number: 0
Acceleration: X=0.398788, Y=0.084879, Z=9.802551 m/s^2 Time of Week: 13.249161, Week Number: 0
Acceleration: X=0.391176, Y=0.083375, Z=9.805363 m/s^2 Time of Week: 13.252161, Week Number: 0
Acceleration: X=0.400628, Y=0.082733, Z=9.800310 m/s^2 Time of Week: 13.255161, Week Number: 0
Acceleration: X=0.403572, Y=0.081783, Z=9.801690 m/s^2 Time of Week: 13.258161, Week Number: 0
Acceleration: X=0.402246, Y=0.083099, Z=9.795703 m/s^2 Time of Week: 13.261161, Week Number: 0
Acceleration: X=0.396891, Y=0.085197, Z=9.793046 m/s^2 Time of Week: 13.264161, Week Number: 0
Acceleration: X=0.394442, Y=0.092794, Z=9.793979 m/s^2 Time of Week: 13.267161, Week Number: 0
Acceleration: X=0.394076, Y=0.090881, Z=9.794224 m/s^2 Time of Week: 13.270161, Week Number: 0
Acceleration: X=0.394150, Y=0.088731, Z=9.791879 m/s^2 Time of Week: 13.273161, Week Number: 0
Acceleration: X=0.393854, Y=0.083638, Z=9.784556 m/s^2 Time of Week: 13.276161, Week Number: 0
Acceleration: X=0.392281, Y=0.088473, Z=9.788939 m/s^2 Time of Week: 13.279161, Week Number: 0
Acceleration: X=0.395766, Y=0.084714, Z=9.800385 m/s^2 Time of Week: 13.282161, Week Number: 0
Acceleration: X=0.387509, Y=0.091196, Z=9.805445 m/s^2 Time of Week: 13.285161, Week Number: 0
Acceleration: X=0.389666, Y=0.085974, Z=9.798439 m/s^2 Time of Week: 13.288161, Week Number: 0
Acceleration: X=0.390060, Y=0.079120, Z=9.801782 m/s^2 Time of Week: 13.291161, Week Number: 0
Acceleration: X=0.401194, Y=0.080841, Z=9.800134 m/s^2 Time of Week: 13.294161, Week Number: 0
Acceleration: X=0.404589, Y=0.085091, Z=9.802904 m/s^2 Time of Week: 13.297161, Week Number: 0
Acceleration: X=0.395996, Y=0.089740, Z=9.803893 m/s^2 Time of Week: 13.300161, Week Number: 0
Acceleration: X=0.392783, Y=0.087717, Z=9.802060 m/s^2 Time of Week: 13.303161, Week Number: 0
Acceleration: X=0.395257, Y=0.081890, Z=9.803958 m/s^2 Time of Week: 13.306161, Week Number: 0
Acceleration: X=0.395822, Y=0.087225, Z=9.797981 m/s^2 Time of Week: 13.309161, Week Number: 0
Acceleration: X=0.396183, Y=0.091728, Z=9.802576 m/s^2 Time of Week: 13.312161, Week Number: 0
Acceleration: X=0.396198, Y=0.084505, Z=9.801256 m/s^2 Time of Week: 13.315161, Week Number: 0
Acceleration: X=0.398996, Y=0.082513, Z=9.800763 m/s^2 Time of Week: 13.318161, Week Number: 0
Acceleration: X=0.393429, Y=0.089669, Z=9.800032 m/s^2 Time of Week: 13.321161, Week Number: 0
Acceleration: X=0.393313, Y=0.084983, Z=9.792897 m/s^2 Time of Week: 13.324161, Week Number: 0
Acceleration: X=0.404871, Y=0.085935, Z=9.798679 m/s^2 Time of Week: 13.327161, Week Number: 0
Acceleration: X=0.403251, Y=0.082142, Z=9.802617 m/s^2 Time of Week: 13.330161, Week Number: 0
Acceleration: X=0.398554, Y=0.091335, Z=9.801714 m/s^2 Time of Week: 13.333161, Week Number: 0
Acceleration: X=0.405457, Y=0.088303, Z=9.800968 m/s^2 Time of Week: 13.336161, Week Number: 0
Acceleration: X=0.401430, Y=0.088489, Z=9.802879 m/s^2 Time of Week: 13.339161, Week Number: 0
Acceleration: X=0.405660, Y=0.083196, Z=9.801791 m/s^2 Time of Week: 13.342161, Week Number: 0
Acceleration: X=0.398178, Y=0.091155, Z=9.805305 m/s^2 Time of Week: 13.345161, Week Number: 0
Acceleration: X=0.398706, Y=0.084553, Z=9.802719 m/s^2 Time of Week: 13.348161, Week Number: 0
Acceleration: X=0.397650, Y=0.088324, Z=9.800123 m/s^2 Time of Week: 13.351161, Week Number: 0
Acceleration: X=0.397570, Y=0.086290, Z=9.802319 m/s^2 Time of Week: 13.354161, Week Number: 0
Acceleration: X=0.397799, Y=0.087542, Z=9.806815 m/s^2 Time of Week: 13.357161, Week Number: 0
Acceleration: X=0.397059, Y=0.092316, Z=9.798760 m/s^2 Time of Week: 13.360161, Week Number: 0
Acceleration: X=0.396278, Y=0.091306, Z=9.792915 m/s^2 Time of Week: 13.363161, Week Number: 0
Acceleration: X=0.394871, Y=0.091739, Z=9.791414 m/s^2 Time of Week: 13.366161, Week Number: 0
Acceleration: X=0.398304, Y=0.085151, Z=9.794065 m/s^2 Time of Week: 13.369161, Week Number: 0
Acceleration: X=0.396679, Y=0.083135, Z=9.791058 m/s^2 Time of Week: 13.372161, Week Number: 0
Acceleration: X=0.391087, Y=0.083529, Z=9.794258 m/s^2 Time of Week: 13.375161, Week Number: 0
Acceleration: X=0.397822, Y=0.086467, Z=9.788442 m/s^2 Time of Week: 13.378161, Week Number: 0
Acceleration: X=0.390721, Y=0.092531, Z=9.795147 m/s^2 Time of Week: 13.381161, Week Number: 0
Acceleration: X=0.388336, Y=0.094332, Z=9.798640 m/s^2 Time of Week: 13.384161, Week Number: 0
Acceleration: X=0.390623, Y=0.087608, Z=9.798210 m/s^2 Time of Week: 13.387161, Week Number: 0
Acceleration: X=0.389379, Y=0.089773, Z=9.801405 m/s^2 Time of Week: 13.390161, Week Number: 0
Acceleration: X=0.388734, Y=0.087827, Z=9.793967 m/s^2 Time of Week: 13.393161, Week Number: 0
Acceleration: X=0.387406, Y=0.094413, Z=9.790666 m/s^2 Time of Week: 13.396161, Week Number: 0
Acceleration: X=0.397263, Y=0.088083, Z=9.793214 m/s^2 Time of Week: 13.399161, Week Number: 0
Acceleration: X=0.389661, Y=0.092842, Z=9.795660 m/s^2 Time of Week: 13.402161, Week Number: 0
Acceleration: X=0.388015, Y=0.087412, Z=9.790210 m/s^2 Time of Week: 13.405161, Week Number: 0
Acceleration: X=0.391487, Y=0.089207, Z=9.796614 m/s^2 Time of Week: 13.408161, Week Number: 0
Acceleration: X=0.392665, Y=0.094823, Z=9.798224 m/s^2 Time of Week: 13.411161, Week Number: 0
Acceleration: X=0.384705, Y=0.090079, Z=9.791709 m/s^2 Time of Week: 13.414161, Week Number: 0
Acceleration: X=0.393519, Y=0.084458, Z=9.802590 m/s^2 Time of Week: 13.417161, Week Number: 0
Acceleration: X=0.388065, Y=0.084730, Z=9.802562 m/s^2 Time of Week: 13.420161, Week Number: 0
Acceleration: X=0.394437, Y=0.082629, Z=9.799794 m/s^2 Time of Week: 13.423161, Week Number: 0
Acceleration: X=0.404909, Y=0.083458, Z=9.796572 m/s^2 Time of Week: 13.426161, Week Number: 0
Acceleration: X=0.399091, Y=0.086573, Z=9.795808 m/s^2 Time of Week: 13.429161, Week Number: 0
Acceleration: X=0.400641, Y=0.080370, Z=9.794231 m/s^2 Time of Week: 13.432161, Week Number: 0
Acceleration: X=0.404770, Y=0.082504, Z=9.801505 m/s^2 Time of Week: 13.435161, Week Number: 0
Acceleration: X=0.403032, Y=0.079468, Z=9.808229 m/s^2 Time of Week: 13.438161, Week Number: 0
Acceleration: X=0.410324, Y=0.080401, Z=9.812662 m/s^2 Time of Week: 13.441161, Week Number: 0
Acceleration: X=0.404537, Y=0.083681, Z=9.807714 m/s^2 Time of Week: 13.444161, Week Number: 0
Acceleration: X=0.406706, Y=0.088524, Z=9.807790 m/s^2 Time of Week: 13.447161, Week Number: 0
Acceleration: X=0.406183, Y=0.086995, Z=9.808456 m/s^2 Time of Week: 13.450161, Week Number: 0
Acceleration: X=0.402866, Y=0.086964, Z=9.809566 m/s^2 Time of Week: 13.453161, Week Number: 0
Acceleration: X=0.400978, Y=0.084317, Z=9.809189 m/s^2 Time of Week: 13.456161, Week Number: 0
Acceleration: X=0.395412, Y=0.085706, Z=9.804155 m/s^2 Time of Week: 13.459161, Week Number: 0
Acceleration: X=0.393458, Y=0.086809, Z=9.800163 m/s^2 Time of Week: 13.462161, Week Number: 0
Acceleration: X=0.394326, Y=0.090395, Z=9.804262 m/s^2 Time of Week: 13.465161, Week Number: 0
Acceleration: X=0.393642, Y=0.089938, Z=9.801450 m/s^2 Time of Week: 13.468161, Week Number: 0
Acceleration: X=0.388175, Y=0.085264, Z=9.806478 m/s^2 Time of Week: 13.471161, Week Number: 0
Acceleration: X=0.393926, Y=0.086861, Z=9.795916 m/s^2 Time of Week: 13.474161, Week Number: 0
Acceleration: X=0.390680, Y=0.085852, Z=9.795452 m/s^2 Time of Week: 13.477161, Week Number: 0
Acceleration: X=0.391963, Y=0.087622, Z=9.794795 m/s^2 Time of Week: 13.480161, Week Number: 0
Acceleration: X=0.390021, Y=0.085736, Z=9.799906 m/s^2 Time of Week: 13.483161, Week Number: 0
Acceleration: X=0.394312, Y=0.081419, Z=9.801303 m/s^2 Time of Week: 13.486161, Week Number: 0
Acceleration: X=0.397301, Y=0.078337, Z=9.798618 m/s^2 Time of Week: 13.489161, Week Number: 0
Acceleration: X=0.393202, Y=0.083377, Z=9.797235 m/s^2 Time of Week: 13.492161, Week Number: 0
Acceleration: X=0.385728, Y=0.082842, Z=9.785248 m/s^2 Time of Week: 13.495161, Week Number: 0
Acceleration: X=0.380530, Y=0.091208, Z=9.788670 m/s^2 Time of Week: 13.498161, Week Number: 0
Acceleration: X=0.377121, Y=0.084392, Z=9.791344 m/s^2 Time of Week: 13.501161, Week Number: 0
Acceleration: X=0.375523, Y=0.087243, Z=9.787268 m/s^2 Time of Week: 13.504161, Week Number: 0
Acceleration: X=0.378303, Y=0.085064, Z=9.790008 m/s^2 Time of Week: 13.507161, Week Number: 0
Acceleration: X=0.378230, Y=0.086023, Z=9.786442 m/s^2 Time of Week: 13.510161, Week Number: 0
Acceleration: X=0.383817, Y=0.089759, Z=9.780686 m/s^2 Time of Week: 13.513161, Week Number: 0
Acceleration: X=0.381452, Y=0.088178, Z=9.797713 m/s^2 Time of Week: 13.516161, Week Number: 0
Acceleration: X=0.383616, Y=0.095761, Z=9.801575 m/s^2 Time of Week: 13.519161, Week Number: 0
Acceleration: X=0.387509, Y=0.091035, Z=9.799336 m/s^2 Time of Week: 13.522161, Week Number: 0
Acceleration: X=0.399972, Y=0.082652, Z=9.794727 m/s^2 Time of Week: 13.525161, Week Number: 0
Acceleration: X=0.403337, Y=0.086291, Z=9.796907 m/s^2 Time of Week: 13.528161, Week Number: 0
Acceleration: X=0.409251, Y=0.086193, Z=9.802710 m/s^2 Time of Week: 13.531161, Week Number: 0
Acceleration: X=0.413435, Y=0.075688, Z=9.813726 m/s^2 Time of Week: 13.534161, Week Number: 0
Acceleration: X=0.416705, Y=0.079538, Z=9.813467 m/s^2 Time of Week: 13.537161, Week Number: 0
Acceleration: X=0.411716, Y=0.083638, Z=9.813463 m/s^2 Time of Week: 13.540161, Week Number: 0
Acceleration: X=0.413121, Y=0.089601, Z=9.818744 m/s^2 Time of Week: 13.543161, Week Number: 0
Acceleration: X=0.420721, Y=0.088463, Z=9.814747 m/s^2 Time of Week: 13.546161, Week Number: 0
Acceleration: X=0.417302, Y=0.082030, Z=9.808779 m/s^2 Time of Week: 13.549161, Week Number: 0
Acceleration: X=0.411540, Y=0.085206, Z=9.810590 m/s^2 Time of Week: 13.552161, Week Number: 0
Acceleration: X=0.413021, Y=0.088861, Z=9.811044 m/s^2 Time of Week: 13.555161, Week Number: 0
Acceleration: X=0.411021, Y=0.087687, Z=9.792077 m/s^2 Time of Week: 13.558161, Week Number: 0
Acceleration: X=0.402520, Y=0.093746, Z=9.794922 m/s^2 Time of Week: 13.561161, Week Number: 0
Acceleration: X=0.397574, Y=0.081907, Z=9.799525 m/s^2 Time of Week: 13.564161, Week Number: 0
Acceleration: X=0.393974, Y=0.086666, Z=9.811410 m/s^2 Time of Week: 13.567161, Week Number: 0
Acceleration: X=0.396549, Y=0.090188, Z=9.813907 m/s^2 Time of Week: 13.570161, Week Number: 0
Acceleration: X=0.393909, Y=0.083460, Z=9.802371 m/s^2 Time of Week: 13.573161, Week Number: 0
Acceleration: X=0.385297, Y=0.084792, Z=9.802318 m/s^2 Time of Week: 13.576161, Week Number: 0
Acceleration: X=0.393611, Y=0.080980, Z=9.797318 m/s^2 Time of Week: 13.579161, Week Number: 0
Acceleration: X=0.391128, Y=0.088997, Z=9.785563 m/s^2 Time of Week: 13.582161, Week Number: 0
Acceleration: X=0.390287, Y=0.089674, Z=9.796568 m/s^2 Time of Week: 13.585161, Week Number: 0
Acceleration: X=0.389830, Y=0.082784, Z=9.794220 m/s^2 Time of Week: 13.588161, Week Number: 0
Acceleration: X=0.394566, Y=0.084720, Z=9.791641 m/s^2 Time of Week: 13.591161, Week Number: 0
Acceleration: X=0.380817, Y=0.088701, Z=9.788171 m/s^2 Time of Week: 13.594161, Week Number: 0
Acceleration: X=0.383583, Y=0.082592, Z=9.784438 m/s^2 Time of Week: 13.597161, Week Number: 0
Acceleration: X=0.386190, Y=0.081685, Z=9.791115 m/s^2 Time of Week: 13.600161, Week Number: 0
Acceleration: X=0.388501, Y=0.082372, Z=9.793265 m/s^2 Time of Week: 13.603161, Week Number: 0
Acceleration: X=0.383486, Y=0.085092, Z=9.788247 m/s^2 Time of Week: 13.606161, Week Number: 0
Acceleration: X=0.394919, Y=0.082426, Z=9.785097 m/s^2 Time of Week: 13.609161, Week Number: 0
Acceleration: X=0.393224, Y=0.072867, Z=9.791063 m/s^2 Time of Week: 13.612161, Week Number: 0
Acceleration: X=0.388741, Y=0.085756, Z=9.791634 m/s^2 Time of Week: 13.615161, Week Number: 0
Acceleration: X=0.390965, Y=0.087523, Z=9.801215 m/s^2 Time of Week: 13.618162, Week Number: 0
Acceleration: X=0.400016, Y=0.089530, Z=9.798484 m/s^2 Time of Week: 13.621162, Week Number: 0
Acceleration: X=0.395580, Y=0.086454, Z=9.799548 m/s^2 Time of Week: 13.624162, Week Number: 0
Acceleration: X=0.395036, Y=0.085321, Z=9.797338 m/s^2 Time of Week: 13.627162, Week Number: 0
Acceleration: X=0.401707, Y=0.084031, Z=9.790138 m/s^2 Time of Week: 13.630162, Week Number: 0
Acceleration: X=0.403746, Y=0.095549, Z=9.802747 m/s^2 Time of Week: 13.633162, Week Number: 0
Acceleration: X=0.402649, Y=0.085282, Z=9.811283 m/s^2 Time of Week: 13.636162, Week Number: 0
Acceleration: X=0.403604, Y=0.086558, Z=9.805578 m/s^2 Time of Week: 13.639162, Week Number: 0
Acceleration: X=0.405483, Y=0.081124, Z=9.808930 m/s^2 Time of Week: 13.642162, Week Number: 0
Acceleration: X=0.401518, Y=0.087512, Z=9.801025 m/s^2 Time of Week: 13.645162, Week Number: 0
Acceleration: X=0.410888, Y=0.081068, Z=9.796598 m/s^2 Time of Week: 13.648162, Week Number: 0
Acceleration: X=0.407004, Y=0.080425, Z=9.806545 m/s^2 Time of Week: 13.651162, Week Number: 0
Acceleration: X=0.405874, Y=0.083500, Z=9.801421 m/s^2 Time of Week: 13.654162, Week Number: 0
Acceleration: X=0.406453, Y=0.091697, Z=9.804401 m/s^2 Time of Week: 13.657162, Week Number: 0
Acceleration: X=0.406210, Y=0.078554, Z=9.798924 m/s^2 Time of Week: 13.660162, Week Number: 0
Acceleration: X=0.397727, Y=0.090080, Z=9.800545 m/s^2 Time of Week: 13.663162, Week Number: 0
Acceleration: X=0.395892, Y=0.085739, Z=9.800913 m/s^2 Time of Week: 13.666162, Week Number: 0
Acceleration: X=0.396757, Y=0.087477, Z=9.802689 m/s^2 Time of Week: 13.669162, Week Number: 0
