
#################################################################
Log started at 2025-06-16_16-24-38.796563 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Acceleration: X=0.402705, Y=0.066181, Z=9.797228 m/s^2 Time of Week: 116679.326972, Week Number: 2371
Acceleration: X=0.396875, Y=0.071387, Z=9.794512 m/s^2 Time of Week: 116679.539969, Week Number: 2371
Acceleration: X=0.399965, Y=0.073384, Z=9.795358 m/s^2 Time of Week: 116679.542969, Week Number: 2371
Acceleration: X=0.399428, Y=0.079394, Z=9.797613 m/s^2 Time of Week: 116679.545969, Week Number: 2371
Acceleration: X=0.404151, Y=0.069546, Z=9.804709 m/s^2 Time of Week: 116679.548969, Week Number: 2371
Acceleration: X=0.399241, Y=0.066545, Z=9.804653 m/s^2 Time of Week: 116679.551969, Week Number: 2371
Acceleration: X=0.402210, Y=0.071596, Z=9.794079 m/s^2 Time of Week: 116679.554969, Week Number: 2371
Acceleration: X=0.397948, Y=0.066581, Z=9.792091 m/s^2 Time of Week: 116679.557969, Week Number: 2371
Acceleration: X=0.400747, Y=0.071108, Z=9.796364 m/s^2 Time of Week: 116679.560969, Week Number: 2371
Acceleration: X=0.400323, Y=0.063637, Z=9.800144 m/s^2 Time of Week: 116679.563969, Week Number: 2371
Acceleration: X=0.396086, Y=0.067176, Z=9.802816 m/s^2 Time of Week: 116679.566969, Week Number: 2371
Acceleration: X=0.402866, Y=0.064129, Z=9.794795 m/s^2 Time of Week: 116679.569968, Week Number: 2371
Acceleration: X=0.406553, Y=0.064880, Z=9.792662 m/s^2 Time of Week: 116679.572968, Week Number: 2371
Acceleration: X=0.399808, Y=0.064097, Z=9.801105 m/s^2 Time of Week: 116679.575968, Week Number: 2371
Acceleration: X=0.401695, Y=0.060801, Z=9.801713 m/s^2 Time of Week: 116679.578968, Week Number: 2371
Acceleration: X=0.400945, Y=0.060370, Z=9.800400 m/s^2 Time of Week: 116679.581968, Week Number: 2371
Acceleration: X=0.399418, Y=0.059869, Z=9.803608 m/s^2 Time of Week: 116679.584968, Week Number: 2371
Acceleration: X=0.406406, Y=0.064618, Z=9.799479 m/s^2 Time of Week: 116679.587968, Week Number: 2371
Acceleration: X=0.401712, Y=0.068730, Z=9.799647 m/s^2 Time of Week: 116679.590968, Week Number: 2371
Acceleration: X=0.401170, Y=0.069474, Z=9.798689 m/s^2 Time of Week: 116679.593968, Week Number: 2371
Acceleration: X=0.401615, Y=0.071246, Z=9.803144 m/s^2 Time of Week: 116679.596968, Week Number: 2371
Acceleration: X=0.402442, Y=0.069492, Z=9.796031 m/s^2 Time of Week: 116679.599968, Week Number: 2371
Acceleration: X=0.398963, Y=0.073850, Z=9.794127 m/s^2 Time of Week: 116679.602968, Week Number: 2371
Acceleration: X=0.399598, Y=0.072808, Z=9.797565 m/s^2 Time of Week: 116679.605968, Week Number: 2371
Acceleration: X=0.402073, Y=0.073222, Z=9.795798 m/s^2 Time of Week: 116679.608968, Week Number: 2371
Acceleration: X=0.403309, Y=0.073829, Z=9.799574 m/s^2 Time of Week: 116679.611968, Week Number: 2371
Acceleration: X=0.402186, Y=0.071530, Z=9.798889 m/s^2 Time of Week: 116679.614968, Week Number: 2371
Acceleration: X=0.398128, Y=0.069278, Z=9.799020 m/s^2 Time of Week: 116679.617968, Week Number: 2371
Acceleration: X=0.397695, Y=0.073970, Z=9.798251 m/s^2 Time of Week: 116679.620968, Week Number: 2371
Acceleration: X=0.400628, Y=0.073615, Z=9.805877 m/s^2 Time of Week: 116679.623968, Week Number: 2371
Acceleration: X=0.402032, Y=0.068167, Z=9.798273 m/s^2 Time of Week: 116679.626968, Week Number: 2371
Acceleration: X=0.406948, Y=0.069499, Z=9.793653 m/s^2 Time of Week: 116679.629967, Week Number: 2371
Acceleration: X=0.397577, Y=0.073209, Z=9.798045 m/s^2 Time of Week: 116679.632967, Week Number: 2371
Acceleration: X=0.399097, Y=0.065569, Z=9.802368 m/s^2 Time of Week: 116679.635967, Week Number: 2371
Acceleration: X=0.398004, Y=0.069017, Z=9.795246 m/s^2 Time of Week: 116679.638967, Week Number: 2371
Acceleration: X=0.396376, Y=0.065002, Z=9.789312 m/s^2 Time of Week: 116679.641967, Week Number: 2371
Acceleration: X=0.397021, Y=0.064072, Z=9.789794 m/s^2 Time of Week: 116679.644967, Week Number: 2371
Acceleration: X=0.399980, Y=0.059975, Z=9.793796 m/s^2 Time of Week: 116679.647967, Week Number: 2371
Acceleration: X=0.404753, Y=0.056692, Z=9.806068 m/s^2 Time of Week: 116679.650967, Week Number: 2371
Acceleration: X=0.402038, Y=0.067190, Z=9.799903 m/s^2 Time of Week: 116679.653967, Week Number: 2371
Acceleration: X=0.397288, Y=0.072329, Z=9.802576 m/s^2 Time of Week: 116679.656967, Week Number: 2371
Acceleration: X=0.397672, Y=0.068248, Z=9.799979 m/s^2 Time of Week: 116679.659967, Week Number: 2371
Acceleration: X=0.400091, Y=0.068225, Z=9.801274 m/s^2 Time of Week: 116679.662967, Week Number: 2371
Acceleration: X=0.404557, Y=0.071760, Z=9.804093 m/s^2 Time of Week: 116679.665967, Week Number: 2371
Acceleration: X=0.405686, Y=0.073484, Z=9.809112 m/s^2 Time of Week: 116679.668967, Week Number: 2371
Acceleration: X=0.405466, Y=0.070045, Z=9.799571 m/s^2 Time of Week: 116679.671967, Week Number: 2371
Acceleration: X=0.399660, Y=0.073876, Z=9.801086 m/s^2 Time of Week: 116679.674967, Week Number: 2371
Acceleration: X=0.391395, Y=0.067097, Z=9.799939 m/s^2 Time of Week: 116679.677967, Week Number: 2371
Acceleration: X=0.404502, Y=0.066397, Z=9.798598 m/s^2 Time of Week: 116679.680967, Week Number: 2371
Acceleration: X=0.405343, Y=0.075830, Z=9.801441 m/s^2 Time of Week: 116679.683967, Week Number: 2371
Acceleration: X=0.404604, Y=0.076626, Z=9.804043 m/s^2 Time of Week: 116679.686967, Week Number: 2371
Acceleration: X=0.402517, Y=0.069913, Z=9.794639 m/s^2 Time of Week: 116679.689967, Week Number: 2371
Acceleration: X=0.404159, Y=0.068628, Z=9.805647 m/s^2 Time of Week: 116679.692967, Week Number: 2371
Acceleration: X=0.399466, Y=0.061559, Z=9.798392 m/s^2 Time of Week: 116679.695967, Week Number: 2371
Acceleration: X=0.394769, Y=0.064062, Z=9.802255 m/s^2 Time of Week: 116679.698966, Week Number: 2371
Acceleration: X=0.399221, Y=0.058507, Z=9.809873 m/s^2 Time of Week: 116679.701966, Week Number: 2371
Acceleration: X=0.401740, Y=0.067339, Z=9.804439 m/s^2 Time of Week: 116679.704966, Week Number: 2371
Acceleration: X=0.403503, Y=0.069220, Z=9.799631 m/s^2 Time of Week: 116679.707966, Week Number: 2371
Acceleration: X=0.410066, Y=0.071030, Z=9.801497 m/s^2 Time of Week: 116679.710966, Week Number: 2371
Acceleration: X=0.403892, Y=0.070881, Z=9.795320 m/s^2 Time of Week: 116679.713966, Week Number: 2371
Acceleration: X=0.398812, Y=0.063900, Z=9.807194 m/s^2 Time of Week: 116679.716966, Week Number: 2371
Acceleration: X=0.393842, Y=0.068015, Z=9.800658 m/s^2 Time of Week: 116679.719966, Week Number: 2371
Acceleration: X=0.403132, Y=0.066930, Z=9.799685 m/s^2 Time of Week: 116679.722966, Week Number: 2371
Acceleration: X=0.401717, Y=0.070892, Z=9.798148 m/s^2 Time of Week: 116679.725966, Week Number: 2371
Acceleration: X=0.395083, Y=0.065132, Z=9.794845 m/s^2 Time of Week: 116679.728966, Week Number: 2371
Acceleration: X=0.398233, Y=0.073940, Z=9.798268 m/s^2 Time of Week: 116679.731966, Week Number: 2371
Acceleration: X=0.402519, Y=0.065789, Z=9.800726 m/s^2 Time of Week: 116679.734966, Week Number: 2371
Acceleration: X=0.401491, Y=0.067421, Z=9.798121 m/s^2 Time of Week: 116679.737966, Week Number: 2371
Acceleration: X=0.396073, Y=0.071027, Z=9.793828 m/s^2 Time of Week: 116679.740966, Week Number: 2371
Acceleration: X=0.397873, Y=0.071301, Z=9.793646 m/s^2 Time of Week: 116679.743966, Week Number: 2371
Acceleration: X=0.398735, Y=0.067647, Z=9.800483 m/s^2 Time of Week: 116679.746966, Week Number: 2371
Acceleration: X=0.398480, Y=0.075840, Z=9.803280 m/s^2 Time of Week: 116679.749966, Week Number: 2371
Acceleration: X=0.403124, Y=0.068105, Z=9.798570 m/s^2 Time of Week: 116679.752965, Week Number: 2371
Acceleration: X=0.400374, Y=0.069863, Z=9.797311 m/s^2 Time of Week: 116679.755965, Week Number: 2371
Acceleration: X=0.402201, Y=0.069746, Z=9.796433 m/s^2 Time of Week: 116679.758965, Week Number: 2371
Acceleration: X=0.403257, Y=0.069424, Z=9.796290 m/s^2 Time of Week: 116679.761965, Week Number: 2371
Acceleration: X=0.409012, Y=0.065090, Z=9.796181 m/s^2 Time of Week: 116679.764965, Week Number: 2371
Acceleration: X=0.407248, Y=0.071504, Z=9.805792 m/s^2 Time of Week: 116679.767965, Week Number: 2371
Acceleration: X=0.401169, Y=0.068031, Z=9.797780 m/s^2 Time of Week: 116679.770965, Week Number: 2371
Acceleration: X=0.402601, Y=0.068904, Z=9.789964 m/s^2 Time of Week: 116679.773965, Week Number: 2371
Acceleration: X=0.401346, Y=0.069977, Z=9.790802 m/s^2 Time of Week: 116679.776965, Week Number: 2371
Acceleration: X=0.403568, Y=0.068886, Z=9.804645 m/s^2 Time of Week: 116679.779965, Week Number: 2371
Acceleration: X=0.408734, Y=0.064382, Z=9.810660 m/s^2 Time of Week: 116679.782965, Week Number: 2371
Acceleration: X=0.401722, Y=0.073321, Z=9.804879 m/s^2 Time of Week: 116679.785965, Week Number: 2371
Acceleration: X=0.407964, Y=0.072945, Z=9.798397 m/s^2 Time of Week: 116679.788965, Week Number: 2371
Acceleration: X=0.402684, Y=0.066273, Z=9.792507 m/s^2 Time of Week: 116679.791965, Week Number: 2371
Acceleration: X=0.407877, Y=0.064106, Z=9.799460 m/s^2 Time of Week: 116679.794965, Week Number: 2371
Acceleration: X=0.408298, Y=0.067968, Z=9.803754 m/s^2 Time of Week: 116679.797965, Week Number: 2371
Acceleration: X=0.403079, Y=0.071068, Z=9.803601 m/s^2 Time of Week: 116679.800965, Week Number: 2371
Acceleration: X=0.406690, Y=0.067922, Z=9.806332 m/s^2 Time of Week: 116679.803965, Week Number: 2371
Acceleration: X=0.399273, Y=0.069883, Z=9.796816 m/s^2 Time of Week: 116679.806965, Week Number: 2371
Acceleration: X=0.397956, Y=0.067046, Z=9.798672 m/s^2 Time of Week: 116679.809964, Week Number: 2371
Acceleration: X=0.402919, Y=0.071772, Z=9.799808 m/s^2 Time of Week: 116679.812964, Week Number: 2371
Acceleration: X=0.400457, Y=0.072033, Z=9.802089 m/s^2 Time of Week: 116679.815964, Week Number: 2371
Acceleration: X=0.397753, Y=0.069142, Z=9.810819 m/s^2 Time of Week: 116679.818964, Week Number: 2371
Acceleration: X=0.395561, Y=0.075879, Z=9.799993 m/s^2 Time of Week: 116679.821964, Week Number: 2371
Acceleration: X=0.398887, Y=0.072541, Z=9.798039 m/s^2 Time of Week: 116679.824964, Week Number: 2371
Acceleration: X=0.396389, Y=0.065636, Z=9.794520 m/s^2 Time of Week: 116679.827964, Week Number: 2371
Acceleration: X=0.396461, Y=0.068323, Z=9.794335 m/s^2 Time of Week: 116679.830964, Week Number: 2371
Acceleration: X=0.403430, Y=0.064865, Z=9.800682 m/s^2 Time of Week: 116679.833964, Week Number: 2371
Acceleration: X=0.404460, Y=0.070725, Z=9.800144 m/s^2 Time of Week: 116679.836964, Week Number: 2371
Acceleration: X=0.405805, Y=0.073942, Z=9.795656 m/s^2 Time of Week: 116679.839964, Week Number: 2371
Acceleration: X=0.404238, Y=0.065982, Z=9.802022 m/s^2 Time of Week: 116679.842964, Week Number: 2371
Acceleration: X=0.399617, Y=0.067812, Z=9.798136 m/s^2 Time of Week: 116679.845964, Week Number: 2371
Acceleration: X=0.403284, Y=0.064276, Z=9.808461 m/s^2 Time of Week: 116679.848964, Week Number: 2371
Acceleration: X=0.400448, Y=0.070631, Z=9.806525 m/s^2 Time of Week: 116679.851964, Week Number: 2371
Acceleration: X=0.402519, Y=0.072107, Z=9.800017 m/s^2 Time of Week: 116679.854964, Week Number: 2371
Acceleration: X=0.401513, Y=0.065241, Z=9.797966 m/s^2 Time of Week: 116679.857964, Week Number: 2371
Acceleration: X=0.394541, Y=0.061366, Z=9.796458 m/s^2 Time of Week: 116679.860964, Week Number: 2371
Acceleration: X=0.399004, Y=0.064373, Z=9.798904 m/s^2 Time of Week: 116679.863964, Week Number: 2371
Acceleration: X=0.403718, Y=0.065546, Z=9.803243 m/s^2 Time of Week: 116679.866964, Week Number: 2371
Acceleration: X=0.398885, Y=0.067715, Z=9.802637 m/s^2 Time of Week: 116679.869964, Week Number: 2371
Acceleration: X=0.394700, Y=0.069399, Z=9.799014 m/s^2 Time of Week: 116679.872964, Week Number: 2371
Acceleration: X=0.393477, Y=0.066409, Z=9.791890 m/s^2 Time of Week: 116679.875963, Week Number: 2371
Acceleration: X=0.400218, Y=0.073526, Z=9.801865 m/s^2 Time of Week: 116679.878963, Week Number: 2371
Acceleration: X=0.401591, Y=0.066611, Z=9.798317 m/s^2 Time of Week: 116679.881963, Week Number: 2371
Acceleration: X=0.403702, Y=0.065392, Z=9.803512 m/s^2 Time of Week: 116679.884963, Week Number: 2371
Acceleration: X=0.402206, Y=0.071437, Z=9.800264 m/s^2 Time of Week: 116679.887963, Week Number: 2371
Acceleration: X=0.401907, Y=0.070644, Z=9.796626 m/s^2 Time of Week: 116679.890963, Week Number: 2371
Acceleration: X=0.407375, Y=0.061562, Z=9.797711 m/s^2 Time of Week: 116679.893963, Week Number: 2371
Acceleration: X=0.399370, Y=0.067167, Z=9.799514 m/s^2 Time of Week: 116679.896963, Week Number: 2371
Acceleration: X=0.403875, Y=0.068760, Z=9.801817 m/s^2 Time of Week: 116679.899963, Week Number: 2371
Acceleration: X=0.405461, Y=0.068539, Z=9.808748 m/s^2 Time of Week: 116679.902963, Week Number: 2371
Acceleration: X=0.407488, Y=0.067955, Z=9.807175 m/s^2 Time of Week: 116679.905963, Week Number: 2371
Acceleration: X=0.408928, Y=0.063695, Z=9.800877 m/s^2 Time of Week: 116679.908963, Week Number: 2371
Acceleration: X=0.404945, Y=0.067922, Z=9.798840 m/s^2 Time of Week: 116679.911963, Week Number: 2371
Acceleration: X=0.405734, Y=0.067448, Z=9.803089 m/s^2 Time of Week: 116679.914962, Week Number: 2371
Acceleration: X=0.399267, Y=0.070741, Z=9.810698 m/s^2 Time of Week: 116679.917962, Week Number: 2371
Acceleration: X=0.399415, Y=0.069962, Z=9.797554 m/s^2 Time of Week: 116679.920962, Week Number: 2371
Acceleration: X=0.399016, Y=0.068769, Z=9.794701 m/s^2 Time of Week: 116679.923962, Week Number: 2371
Acceleration: X=0.400738, Y=0.072670, Z=9.798674 m/s^2 Time of Week: 116679.926962, Week Number: 2371
Acceleration: X=0.402188, Y=0.074353, Z=9.793328 m/s^2 Time of Week: 116679.929962, Week Number: 2371
Acceleration: X=0.403986, Y=0.067460, Z=9.787848 m/s^2 Time of Week: 116679.932962, Week Number: 2371
Acceleration: X=0.397712, Y=0.069317, Z=9.794494 m/s^2 Time of Week: 116679.935962, Week Number: 2371
Acceleration: X=0.398987, Y=0.069994, Z=9.797176 m/s^2 Time of Week: 116679.938962, Week Number: 2371
Acceleration: X=0.391424, Y=0.065664, Z=9.798832 m/s^2 Time of Week: 116679.941962, Week Number: 2371
Acceleration: X=0.397960, Y=0.071652, Z=9.796563 m/s^2 Time of Week: 116679.944962, Week Number: 2371
Acceleration: X=0.396983, Y=0.069886, Z=9.796993 m/s^2 Time of Week: 116679.947962, Week Number: 2371
Acceleration: X=0.401499, Y=0.064298, Z=9.799413 m/s^2 Time of Week: 116679.950962, Week Number: 2371
Acceleration: X=0.393853, Y=0.069318, Z=9.802745 m/s^2 Time of Week: 116679.953962, Week Number: 2371
Acceleration: X=0.394484, Y=0.066169, Z=9.795670 m/s^2 Time of Week: 116679.956962, Week Number: 2371
Acceleration: X=0.404404, Y=0.065060, Z=9.798493 m/s^2 Time of Week: 116679.959962, Week Number: 2371
Acceleration: X=0.403377, Y=0.065440, Z=9.797356 m/s^2 Time of Week: 116679.962962, Week Number: 2371
Acceleration: X=0.400996, Y=0.068079, Z=9.802735 m/s^2 Time of Week: 116679.965961, Week Number: 2371
Acceleration: X=0.400480, Y=0.068230, Z=9.797987 m/s^2 Time of Week: 116679.968961, Week Number: 2371
Acceleration: X=0.399762, Y=0.071025, Z=9.789832 m/s^2 Time of Week: 116679.971961, Week Number: 2371
Acceleration: X=0.400764, Y=0.071959, Z=9.795271 m/s^2 Time of Week: 116679.974961, Week Number: 2371
Acceleration: X=0.406821, Y=0.074158, Z=9.790652 m/s^2 Time of Week: 116679.977961, Week Number: 2371
Acceleration: X=0.404953, Y=0.070782, Z=9.798921 m/s^2 Time of Week: 116679.980961, Week Number: 2371
Acceleration: X=0.407604, Y=0.064219, Z=9.803201 m/s^2 Time of Week: 116679.983961, Week Number: 2371
Acceleration: X=0.408551, Y=0.067287, Z=9.804355 m/s^2 Time of Week: 116679.986961, Week Number: 2371
Acceleration: X=0.409355, Y=0.063365, Z=9.804817 m/s^2 Time of Week: 116679.989961, Week Number: 2371
Acceleration: X=0.401985, Y=0.071739, Z=9.801723 m/s^2 Time of Week: 116679.992961, Week Number: 2371
Acceleration: X=0.401537, Y=0.070545, Z=9.798746 m/s^2 Time of Week: 116679.995961, Week Number: 2371
Acceleration: X=0.403717, Y=0.063133, Z=9.798083 m/s^2 Time of Week: 116679.998961, Week Number: 2371
Acceleration: X=0.403267, Y=0.064891, Z=9.800366 m/s^2 Time of Week: 116680.001989, Week Number: 2371
Acceleration: X=0.403706, Y=0.063745, Z=9.804892 m/s^2 Time of Week: 116680.004989, Week Number: 2371
Acceleration: X=0.406949, Y=0.061385, Z=9.801721 m/s^2 Time of Week: 116680.007990, Week Number: 2371
Acceleration: X=0.403429, Y=0.067283, Z=9.804839 m/s^2 Time of Week: 116680.010990, Week Number: 2371
Acceleration: X=0.400724, Y=0.066654, Z=9.790818 m/s^2 Time of Week: 116680.013990, Week Number: 2371
Acceleration: X=0.400370, Y=0.064217, Z=9.803600 m/s^2 Time of Week: 116680.016990, Week Number: 2371
Acceleration: X=0.402276, Y=0.063520, Z=9.801910 m/s^2 Time of Week: 116680.019990, Week Number: 2371
Acceleration: X=0.396107, Y=0.074415, Z=9.797556 m/s^2 Time of Week: 116680.022990, Week Number: 2371
Acceleration: X=0.397414, Y=0.069729, Z=9.791504 m/s^2 Time of Week: 116680.025990, Week Number: 2371
Acceleration: X=0.392158, Y=0.066173, Z=9.790319 m/s^2 Time of Week: 116680.028990, Week Number: 2371
Acceleration: X=0.401991, Y=0.072498, Z=9.799706 m/s^2 Time of Week: 116680.031990, Week Number: 2371
Acceleration: X=0.396880, Y=0.069885, Z=9.801125 m/s^2 Time of Week: 116680.034990, Week Number: 2371
Acceleration: X=0.406579, Y=0.077247, Z=9.795064 m/s^2 Time of Week: 116680.037990, Week Number: 2371
Acceleration: X=0.404667, Y=0.075804, Z=9.802980 m/s^2 Time of Week: 116680.040990, Week Number: 2371
Acceleration: X=0.400642, Y=0.074943, Z=9.799226 m/s^2 Time of Week: 116680.043990, Week Number: 2371
Acceleration: X=0.395593, Y=0.072818, Z=9.798920 m/s^2 Time of Week: 116680.046990, Week Number: 2371
Acceleration: X=0.395926, Y=0.068407, Z=9.803127 m/s^2 Time of Week: 116680.049990, Week Number: 2371
