
#################################################################
Log started at 2025-06-16_16-24-38.796563 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Acceleration: X=0.402705, Y=0.066181, Z=9.797228 m/s^2 Time of Week: 116679.326972, Week Number: 2371
Acceleration: X=0.415970, Y=0.063120, Z=9.804738 m/s^2 Time of Week: 116680.781994, Week Number: 2371
Acceleration: X=0.413343, Y=0.067552, Z=9.800767 m/s^2 Time of Week: 116680.784994, Week Number: 2371
Acceleration: X=0.408084, Y=0.065446, Z=9.804194 m/s^2 Time of Week: 116680.787994, Week Number: 2371
Acceleration: X=0.408641, Y=0.066823, Z=9.813398 m/s^2 Time of Week: 116680.790994, Week Number: 2371
Acceleration: X=0.407135, Y=0.066249, Z=9.813877 m/s^2 Time of Week: 116680.793994, Week Number: 2371
Acceleration: X=0.410051, Y=0.066223, Z=9.800979 m/s^2 Time of Week: 116680.796994, Week Number: 2371
Acceleration: X=0.407806, Y=0.069863, Z=9.797559 m/s^2 Time of Week: 116680.799994, Week Number: 2371
Acceleration: X=0.403143, Y=0.073783, Z=9.793792 m/s^2 Time of Week: 116680.802994, Week Number: 2371
Acceleration: X=0.410416, Y=0.072587, Z=9.803077 m/s^2 Time of Week: 116680.805994, Week Number: 2371
Acceleration: X=0.404161, Y=0.075523, Z=9.803708 m/s^2 Time of Week: 116680.808994, Week Number: 2371
Acceleration: X=0.402594, Y=0.067194, Z=9.805591 m/s^2 Time of Week: 116680.811994, Week Number: 2371
Acceleration: X=0.404760, Y=0.063958, Z=9.800897 m/s^2 Time of Week: 116680.814994, Week Number: 2371
Acceleration: X=0.406372, Y=0.060991, Z=9.805873 m/s^2 Time of Week: 116680.817994, Week Number: 2371
Acceleration: X=0.399709, Y=0.063125, Z=9.802904 m/s^2 Time of Week: 116680.820994, Week Number: 2371
Acceleration: X=0.395896, Y=0.066087, Z=9.804276 m/s^2 Time of Week: 116680.823994, Week Number: 2371
Acceleration: X=0.400460, Y=0.065900, Z=9.801596 m/s^2 Time of Week: 116680.826994, Week Number: 2371
Acceleration: X=0.393191, Y=0.059472, Z=9.789720 m/s^2 Time of Week: 116680.829994, Week Number: 2371
Acceleration: X=0.397792, Y=0.061964, Z=9.797112 m/s^2 Time of Week: 116680.832994, Week Number: 2371
Acceleration: X=0.401378, Y=0.069884, Z=9.788522 m/s^2 Time of Week: 116680.835994, Week Number: 2371
Acceleration: X=0.396472, Y=0.070098, Z=9.792769 m/s^2 Time of Week: 116680.838994, Week Number: 2371
Acceleration: X=0.395005, Y=0.062638, Z=9.792723 m/s^2 Time of Week: 116680.841994, Week Number: 2371
Acceleration: X=0.396356, Y=0.069748, Z=9.797871 m/s^2 Time of Week: 116680.844994, Week Number: 2371
Acceleration: X=0.392190, Y=0.066254, Z=9.790649 m/s^2 Time of Week: 116680.847994, Week Number: 2371
Acceleration: X=0.396294, Y=0.063243, Z=9.795508 m/s^2 Time of Week: 116680.850994, Week Number: 2371
Acceleration: X=0.394843, Y=0.065778, Z=9.787427 m/s^2 Time of Week: 116680.853994, Week Number: 2371
Acceleration: X=0.396650, Y=0.069876, Z=9.789725 m/s^2 Time of Week: 116680.856994, Week Number: 2371
Acceleration: X=0.393343, Y=0.069494, Z=9.787659 m/s^2 Time of Week: 116680.859994, Week Number: 2371
Acceleration: X=0.389835, Y=0.068322, Z=9.796235 m/s^2 Time of Week: 116680.862994, Week Number: 2371
Acceleration: X=0.389493, Y=0.071424, Z=9.794616 m/s^2 Time of Week: 116680.865994, Week Number: 2371
Acceleration: X=0.392637, Y=0.068210, Z=9.794325 m/s^2 Time of Week: 116680.868994, Week Number: 2371
Acceleration: X=0.395704, Y=0.066209, Z=9.800217 m/s^2 Time of Week: 116680.871994, Week Number: 2371
Acceleration: X=0.399944, Y=0.056904, Z=9.802946 m/s^2 Time of Week: 116680.874994, Week Number: 2371
Acceleration: X=0.405081, Y=0.066377, Z=9.806644 m/s^2 Time of Week: 116680.877994, Week Number: 2371
Acceleration: X=0.409158, Y=0.064637, Z=9.806415 m/s^2 Time of Week: 116680.880994, Week Number: 2371
Acceleration: X=0.410232, Y=0.060465, Z=9.809203 m/s^2 Time of Week: 116680.883994, Week Number: 2371
Acceleration: X=0.404719, Y=0.060707, Z=9.803053 m/s^2 Time of Week: 116680.886994, Week Number: 2371
Acceleration: X=0.409856, Y=0.066373, Z=9.799187 m/s^2 Time of Week: 116680.889994, Week Number: 2371
Acceleration: X=0.408000, Y=0.069636, Z=9.800316 m/s^2 Time of Week: 116680.892994, Week Number: 2371
Acceleration: X=0.408668, Y=0.065384, Z=9.798696 m/s^2 Time of Week: 116680.895994, Week Number: 2371
Acceleration: X=0.405732, Y=0.066288, Z=9.805207 m/s^2 Time of Week: 116680.898994, Week Number: 2371
Acceleration: X=0.403192, Y=0.068342, Z=9.796306 m/s^2 Time of Week: 116680.901994, Week Number: 2371
Acceleration: X=0.396095, Y=0.075306, Z=9.789433 m/s^2 Time of Week: 116680.904994, Week Number: 2371
Acceleration: X=0.394066, Y=0.069653, Z=9.795573 m/s^2 Time of Week: 116680.907994, Week Number: 2371
Acceleration: X=0.400615, Y=0.072130, Z=9.788658 m/s^2 Time of Week: 116680.910994, Week Number: 2371
Acceleration: X=0.400665, Y=0.064347, Z=9.796931 m/s^2 Time of Week: 116680.913994, Week Number: 2371
Acceleration: X=0.394705, Y=0.066435, Z=9.799745 m/s^2 Time of Week: 116680.916994, Week Number: 2371
Acceleration: X=0.394383, Y=0.068667, Z=9.802964 m/s^2 Time of Week: 116680.919995, Week Number: 2371
Acceleration: X=0.392379, Y=0.072838, Z=9.798731 m/s^2 Time of Week: 116680.922995, Week Number: 2371
Acceleration: X=0.390699, Y=0.079411, Z=9.794066 m/s^2 Time of Week: 116680.925995, Week Number: 2371
Acceleration: X=0.394072, Y=0.066333, Z=9.793101 m/s^2 Time of Week: 116680.928995, Week Number: 2371
Acceleration: X=0.396346, Y=0.063880, Z=9.796767 m/s^2 Time of Week: 116680.931995, Week Number: 2371
Acceleration: X=0.399342, Y=0.069089, Z=9.800503 m/s^2 Time of Week: 116680.934995, Week Number: 2371
Acceleration: X=0.404425, Y=0.062978, Z=9.806603 m/s^2 Time of Week: 116680.937995, Week Number: 2371
Acceleration: X=0.393733, Y=0.065980, Z=9.799860 m/s^2 Time of Week: 116680.940995, Week Number: 2371
Acceleration: X=0.399563, Y=0.066945, Z=9.803308 m/s^2 Time of Week: 116680.943995, Week Number: 2371
Acceleration: X=0.401816, Y=0.063785, Z=9.801845 m/s^2 Time of Week: 116680.946995, Week Number: 2371
Acceleration: X=0.405153, Y=0.073791, Z=9.791683 m/s^2 Time of Week: 116680.949995, Week Number: 2371
Acceleration: X=0.406341, Y=0.070465, Z=9.797640 m/s^2 Time of Week: 116680.952995, Week Number: 2371
Acceleration: X=0.402627, Y=0.069553, Z=9.794169 m/s^2 Time of Week: 116680.955995, Week Number: 2371
Acceleration: X=0.402186, Y=0.063373, Z=9.796908 m/s^2 Time of Week: 116680.958995, Week Number: 2371
Acceleration: X=0.397147, Y=0.072710, Z=9.793266 m/s^2 Time of Week: 116680.961995, Week Number: 2371
Acceleration: X=0.405192, Y=0.064816, Z=9.797662 m/s^2 Time of Week: 116680.964995, Week Number: 2371
Acceleration: X=0.405892, Y=0.066236, Z=9.800567 m/s^2 Time of Week: 116680.967995, Week Number: 2371
Acceleration: X=0.406059, Y=0.062363, Z=9.798900 m/s^2 Time of Week: 116680.970995, Week Number: 2371
Acceleration: X=0.394759, Y=0.059245, Z=9.805047 m/s^2 Time of Week: 116680.973995, Week Number: 2371
Acceleration: X=0.405476, Y=0.060752, Z=9.803183 m/s^2 Time of Week: 116680.976995, Week Number: 2371
Acceleration: X=0.406058, Y=0.057468, Z=9.800124 m/s^2 Time of Week: 116680.979995, Week Number: 2371
Acceleration: X=0.399304, Y=0.061886, Z=9.796781 m/s^2 Time of Week: 116680.982995, Week Number: 2371
Acceleration: X=0.401504, Y=0.064095, Z=9.794134 m/s^2 Time of Week: 116680.985995, Week Number: 2371
Acceleration: X=0.403001, Y=0.065893, Z=9.792216 m/s^2 Time of Week: 116680.988995, Week Number: 2371
Acceleration: X=0.409908, Y=0.062772, Z=9.790760 m/s^2 Time of Week: 116680.991995, Week Number: 2371
Acceleration: X=0.402097, Y=0.068843, Z=9.795955 m/s^2 Time of Week: 116680.994995, Week Number: 2371
Acceleration: X=0.399480, Y=0.061142, Z=9.798197 m/s^2 Time of Week: 116680.997995, Week Number: 2371
Acceleration: X=0.399230, Y=0.072740, Z=9.802956 m/s^2 Time of Week: 116681.000944, Week Number: 2371
Acceleration: X=0.403489, Y=0.071438, Z=9.800477 m/s^2 Time of Week: 116681.003944, Week Number: 2371
Acceleration: X=0.395868, Y=0.075072, Z=9.798574 m/s^2 Time of Week: 116681.006944, Week Number: 2371
Acceleration: X=0.399505, Y=0.073753, Z=9.803889 m/s^2 Time of Week: 116681.009944, Week Number: 2371
Acceleration: X=0.405629, Y=0.067735, Z=9.801233 m/s^2 Time of Week: 116681.012944, Week Number: 2371
Acceleration: X=0.403303, Y=0.069432, Z=9.805345 m/s^2 Time of Week: 116681.015944, Week Number: 2371
Acceleration: X=0.399560, Y=0.064481, Z=9.805577 m/s^2 Time of Week: 116681.018944, Week Number: 2371
Acceleration: X=0.401293, Y=0.068105, Z=9.802835 m/s^2 Time of Week: 116681.021944, Week Number: 2371
Acceleration: X=0.404730, Y=0.067336, Z=9.807260 m/s^2 Time of Week: 116681.024944, Week Number: 2371
Acceleration: X=0.408741, Y=0.064581, Z=9.814811 m/s^2 Time of Week: 116681.027944, Week Number: 2371
Acceleration: X=0.408644, Y=0.066472, Z=9.810431 m/s^2 Time of Week: 116681.030944, Week Number: 2371
Acceleration: X=0.405015, Y=0.068309, Z=9.810752 m/s^2 Time of Week: 116681.033944, Week Number: 2371
Acceleration: X=0.413788, Y=0.065371, Z=9.806925 m/s^2 Time of Week: 116681.036943, Week Number: 2371
Acceleration: X=0.400179, Y=0.068180, Z=9.799294 m/s^2 Time of Week: 116681.039943, Week Number: 2371
Acceleration: X=0.407348, Y=0.069595, Z=9.794768 m/s^2 Time of Week: 116681.042943, Week Number: 2371
Acceleration: X=0.408710, Y=0.071054, Z=9.805945 m/s^2 Time of Week: 116681.045943, Week Number: 2371
Acceleration: X=0.406384, Y=0.070101, Z=9.803000 m/s^2 Time of Week: 116681.048943, Week Number: 2371
Acceleration: X=0.400787, Y=0.074035, Z=9.799902 m/s^2 Time of Week: 116681.051943, Week Number: 2371
Acceleration: X=0.407430, Y=0.077484, Z=9.794218 m/s^2 Time of Week: 116681.054943, Week Number: 2371
Acceleration: X=0.394712, Y=0.069152, Z=9.797331 m/s^2 Time of Week: 116681.057943, Week Number: 2371
Acceleration: X=0.398209, Y=0.075890, Z=9.794121 m/s^2 Time of Week: 116681.060943, Week Number: 2371
Acceleration: X=0.402160, Y=0.078092, Z=9.795184 m/s^2 Time of Week: 116681.063943, Week Number: 2371
Acceleration: X=0.397323, Y=0.068331, Z=9.787377 m/s^2 Time of Week: 116681.066943, Week Number: 2371
Acceleration: X=0.400067, Y=0.074196, Z=9.780686 m/s^2 Time of Week: 116681.069943, Week Number: 2371
Acceleration: X=0.398038, Y=0.074435, Z=9.785356 m/s^2 Time of Week: 116681.072943, Week Number: 2371
Acceleration: X=0.391094, Y=0.075234, Z=9.783463 m/s^2 Time of Week: 116681.075943, Week Number: 2371
Acceleration: X=0.393951, Y=0.074085, Z=9.793433 m/s^2 Time of Week: 116681.078943, Week Number: 2371
Acceleration: X=0.386580, Y=0.070306, Z=9.790657 m/s^2 Time of Week: 116681.081943, Week Number: 2371
Acceleration: X=0.386368, Y=0.073507, Z=9.782224 m/s^2 Time of Week: 116681.084943, Week Number: 2371
Acceleration: X=0.383533, Y=0.072873, Z=9.779537 m/s^2 Time of Week: 116681.087943, Week Number: 2371
Acceleration: X=0.384595, Y=0.065788, Z=9.781259 m/s^2 Time of Week: 116681.090942, Week Number: 2371
Acceleration: X=0.391893, Y=0.068714, Z=9.791758 m/s^2 Time of Week: 116681.093942, Week Number: 2371
Acceleration: X=0.390247, Y=0.069956, Z=9.796391 m/s^2 Time of Week: 116681.096942, Week Number: 2371
Acceleration: X=0.383821, Y=0.072717, Z=9.795199 m/s^2 Time of Week: 116681.099942, Week Number: 2371
Acceleration: X=0.390715, Y=0.070331, Z=9.795609 m/s^2 Time of Week: 116681.102942, Week Number: 2371
Acceleration: X=0.393915, Y=0.073659, Z=9.798368 m/s^2 Time of Week: 116681.105942, Week Number: 2371
Acceleration: X=0.398710, Y=0.060610, Z=9.800936 m/s^2 Time of Week: 116681.108942, Week Number: 2371
Acceleration: X=0.402218, Y=0.067204, Z=9.810123 m/s^2 Time of Week: 116681.111942, Week Number: 2371
Acceleration: X=0.409583, Y=0.071481, Z=9.804080 m/s^2 Time of Week: 116681.114942, Week Number: 2371
Acceleration: X=0.406336, Y=0.067379, Z=9.800112 m/s^2 Time of Week: 116681.117942, Week Number: 2371
Acceleration: X=0.409353, Y=0.064273, Z=9.806784 m/s^2 Time of Week: 116681.120942, Week Number: 2371
Acceleration: X=0.413700, Y=0.068079, Z=9.806722 m/s^2 Time of Week: 116681.123942, Week Number: 2371
Acceleration: X=0.412717, Y=0.059532, Z=9.805666 m/s^2 Time of Week: 116681.126942, Week Number: 2371
Acceleration: X=0.418448, Y=0.063714, Z=9.807023 m/s^2 Time of Week: 116681.129942, Week Number: 2371
Acceleration: X=0.417135, Y=0.061556, Z=9.803290 m/s^2 Time of Week: 116681.132941, Week Number: 2371
Acceleration: X=0.423056, Y=0.064350, Z=9.799795 m/s^2 Time of Week: 116681.135941, Week Number: 2371
Acceleration: X=0.420514, Y=0.062575, Z=9.811995 m/s^2 Time of Week: 116681.138941, Week Number: 2371
Acceleration: X=0.416067, Y=0.064788, Z=9.822779 m/s^2 Time of Week: 116681.141941, Week Number: 2371
Acceleration: X=0.412319, Y=0.061642, Z=9.817783 m/s^2 Time of Week: 116681.144941, Week Number: 2371
Acceleration: X=0.411010, Y=0.064873, Z=9.818069 m/s^2 Time of Week: 116681.147941, Week Number: 2371
Acceleration: X=0.410279, Y=0.059159, Z=9.815704 m/s^2 Time of Week: 116681.150941, Week Number: 2371
Acceleration: X=0.418828, Y=0.055533, Z=9.810742 m/s^2 Time of Week: 116681.153941, Week Number: 2371
Acceleration: X=0.406918, Y=0.067686, Z=9.810045 m/s^2 Time of Week: 116681.156941, Week Number: 2371
Acceleration: X=0.407251, Y=0.070856, Z=9.805611 m/s^2 Time of Week: 116681.159941, Week Number: 2371
Acceleration: X=0.401186, Y=0.075704, Z=9.799750 m/s^2 Time of Week: 116681.162940, Week Number: 2371
Acceleration: X=0.400592, Y=0.069935, Z=9.793727 m/s^2 Time of Week: 116681.165940, Week Number: 2371
Acceleration: X=0.406425, Y=0.080093, Z=9.792537 m/s^2 Time of Week: 116681.168940, Week Number: 2371
Acceleration: X=0.401584, Y=0.073077, Z=9.796745 m/s^2 Time of Week: 116681.171940, Week Number: 2371
Acceleration: X=0.406038, Y=0.070172, Z=9.791900 m/s^2 Time of Week: 116681.174940, Week Number: 2371
Acceleration: X=0.401681, Y=0.078212, Z=9.791296 m/s^2 Time of Week: 116681.177940, Week Number: 2371
Acceleration: X=0.396482, Y=0.068746, Z=9.790234 m/s^2 Time of Week: 116681.180940, Week Number: 2371
Acceleration: X=0.395376, Y=0.066185, Z=9.796343 m/s^2 Time of Week: 116681.183940, Week Number: 2371
Acceleration: X=0.391735, Y=0.073518, Z=9.793157 m/s^2 Time of Week: 116681.186940, Week Number: 2371
Acceleration: X=0.391914, Y=0.066938, Z=9.776505 m/s^2 Time of Week: 116681.189940, Week Number: 2371
Acceleration: X=0.387409, Y=0.074873, Z=9.785036 m/s^2 Time of Week: 116681.192940, Week Number: 2371
Acceleration: X=0.392370, Y=0.065713, Z=9.788645 m/s^2 Time of Week: 116681.195940, Week Number: 2371
Acceleration: X=0.389309, Y=0.066347, Z=9.781351 m/s^2 Time of Week: 116681.198940, Week Number: 2371
Acceleration: X=0.388055, Y=0.071492, Z=9.785784 m/s^2 Time of Week: 116681.201940, Week Number: 2371
Acceleration: X=0.384991, Y=0.073874, Z=9.780272 m/s^2 Time of Week: 116681.204939, Week Number: 2371
Acceleration: X=0.389700, Y=0.066961, Z=9.783834 m/s^2 Time of Week: 116681.207939, Week Number: 2371
Acceleration: X=0.386882, Y=0.065339, Z=9.781834 m/s^2 Time of Week: 116681.210939, Week Number: 2371
Acceleration: X=0.390590, Y=0.065706, Z=9.783963 m/s^2 Time of Week: 116681.213939, Week Number: 2371
Acceleration: X=0.385353, Y=0.071393, Z=9.786014 m/s^2 Time of Week: 116681.216939, Week Number: 2371
Acceleration: X=0.385319, Y=0.066633, Z=9.784753 m/s^2 Time of Week: 116681.219939, Week Number: 2371
Acceleration: X=0.390654, Y=0.075642, Z=9.794776 m/s^2 Time of Week: 116681.222939, Week Number: 2371
Acceleration: X=0.388083, Y=0.074570, Z=9.803429 m/s^2 Time of Week: 116681.225939, Week Number: 2371
Acceleration: X=0.386240, Y=0.067395, Z=9.798946 m/s^2 Time of Week: 116681.228939, Week Number: 2371
Acceleration: X=0.393820, Y=0.068287, Z=9.807883 m/s^2 Time of Week: 116681.231939, Week Number: 2371
Acceleration: X=0.402764, Y=0.060091, Z=9.805659 m/s^2 Time of Week: 116681.234939, Week Number: 2371
Acceleration: X=0.413902, Y=0.060864, Z=9.801155 m/s^2 Time of Week: 116681.237939, Week Number: 2371
Acceleration: X=0.412600, Y=0.055226, Z=9.802255 m/s^2 Time of Week: 116681.240939, Week Number: 2371
Acceleration: X=0.415222, Y=0.055219, Z=9.801263 m/s^2 Time of Week: 116681.243939, Week Number: 2371
Acceleration: X=0.421045, Y=0.053895, Z=9.816355 m/s^2 Time of Week: 116681.246939, Week Number: 2371
Acceleration: X=0.426720, Y=0.060125, Z=9.818439 m/s^2 Time of Week: 116681.249939, Week Number: 2371
Acceleration: X=0.409010, Y=0.053841, Z=9.733385 m/s^2 Time of Week: 116681.252939, Week Number: 2371
Acceleration: X=0.421664, Y=0.061010, Z=9.771770 m/s^2 Time of Week: 116681.255938, Week Number: 2371
Acceleration: X=0.420980, Y=0.061675, Z=9.833200 m/s^2 Time of Week: 116681.258938, Week Number: 2371
Acceleration: X=0.412608, Y=0.063673, Z=9.808775 m/s^2 Time of Week: 116681.261938, Week Number: 2371
Acceleration: X=0.398778, Y=0.067687, Z=9.848180 m/s^2 Time of Week: 116681.264938, Week Number: 2371
Acceleration: X=0.395257, Y=0.076244, Z=9.855491 m/s^2 Time of Week: 116681.267938, Week Number: 2371
Acceleration: X=0.396167, Y=0.073089, Z=9.794542 m/s^2 Time of Week: 116681.270938, Week Number: 2371
Acceleration: X=0.395619, Y=0.072982, Z=9.799881 m/s^2 Time of Week: 116681.273938, Week Number: 2371
Acceleration: X=0.393657, Y=0.085351, Z=9.834907 m/s^2 Time of Week: 116681.276938, Week Number: 2371
Acceleration: X=0.396520, Y=0.076541, Z=9.831406 m/s^2 Time of Week: 116681.279938, Week Number: 2371
Acceleration: X=0.393358, Y=0.075898, Z=9.786198 m/s^2 Time of Week: 116681.282938, Week Number: 2371
Acceleration: X=0.400348, Y=0.071885, Z=9.773509 m/s^2 Time of Week: 116681.285938, Week Number: 2371
Acceleration: X=0.403067, Y=0.073022, Z=9.783373 m/s^2 Time of Week: 116681.288938, Week Number: 2371
Acceleration: X=0.400365, Y=0.078566, Z=9.780022 m/s^2 Time of Week: 116681.291938, Week Number: 2371
Acceleration: X=0.402530, Y=0.069539, Z=9.793444 m/s^2 Time of Week: 116681.294938, Week Number: 2371
Acceleration: X=0.399464, Y=0.065902, Z=9.805673 m/s^2 Time of Week: 116681.297937, Week Number: 2371
Acceleration: X=0.392533, Y=0.063617, Z=9.795325 m/s^2 Time of Week: 116681.300937, Week Number: 2371
Acceleration: X=0.403636, Y=0.070000, Z=9.788239 m/s^2 Time of Week: 116681.303937, Week Number: 2371
Acceleration: X=0.402607, Y=0.061530, Z=9.796781 m/s^2 Time of Week: 116681.306937, Week Number: 2371
Acceleration: X=0.404295, Y=0.058269, Z=9.803017 m/s^2 Time of Week: 116681.309937, Week Number: 2371
Acceleration: X=0.399411, Y=0.051770, Z=9.804050 m/s^2 Time of Week: 116681.312937, Week Number: 2371
Acceleration: X=0.399918, Y=0.050392, Z=9.796157 m/s^2 Time of Week: 116681.315937, Week Number: 2371
Acceleration: X=0.401823, Y=0.048309, Z=9.796450 m/s^2 Time of Week: 116681.318937, Week Number: 2371
Acceleration: X=0.401794, Y=0.054792, Z=9.792666 m/s^2 Time of Week: 116681.321937, Week Number: 2371
Acceleration: X=0.402676, Y=0.055853, Z=9.803147 m/s^2 Time of Week: 116681.324937, Week Number: 2371
Acceleration: X=0.404139, Y=0.066358, Z=9.806220 m/s^2 Time of Week: 116681.327937, Week Number: 2371
Acceleration: X=0.401320, Y=0.071600, Z=9.799335 m/s^2 Time of Week: 116681.330937, Week Number: 2371
Acceleration: X=0.396009, Y=0.069427, Z=9.789429 m/s^2 Time of Week: 116681.333937, Week Number: 2371
Acceleration: X=0.396141, Y=0.072577, Z=9.784673 m/s^2 Time of Week: 116681.336936, Week Number: 2371
Acceleration: X=0.400425, Y=0.075656, Z=9.798944 m/s^2 Time of Week: 116681.339936, Week Number: 2371
Acceleration: X=0.392580, Y=0.082449, Z=9.809678 m/s^2 Time of Week: 116681.342936, Week Number: 2371
Acceleration: X=0.392171, Y=0.077501, Z=9.804077 m/s^2 Time of Week: 116681.345936, Week Number: 2371
Acceleration: X=0.399607, Y=0.078566, Z=9.806898 m/s^2 Time of Week: 116681.348936, Week Number: 2371
Acceleration: X=0.409259, Y=0.077871, Z=9.829336 m/s^2 Time of Week: 116681.351936, Week Number: 2371
Acceleration: X=0.413851, Y=0.075854, Z=9.763366 m/s^2 Time of Week: 116681.354936, Week Number: 2371
Acceleration: X=0.396947, Y=0.070059, Z=9.710677 m/s^2 Time of Week: 116681.357936, Week Number: 2371
Acceleration: X=0.415429, Y=0.068268, Z=9.831005 m/s^2 Time of Week: 116681.360936, Week Number: 2371
Acceleration: X=0.406846, Y=0.057856, Z=9.886209 m/s^2 Time of Week: 116681.363936, Week Number: 2371
Acceleration: X=0.405446, Y=0.063901, Z=9.797670 m/s^2 Time of Week: 116681.366936, Week Number: 2371
Acceleration: X=0.397731, Y=0.066270, Z=9.794110 m/s^2 Time of Week: 116681.369936, Week Number: 2371

Exiting...
